"|","|__$date","|__$oid","_id__$oid","bonusPointsEarned","bonusPointsEarnedReason","createDate__$date","dateScanned__$date","finishedDate__$date","modifyDate__$date","pointsAwardedDate__$date","pointsEarned","purchaseDate__$date","purchasedItemCount","rewardsReceiptItemList__deleted","rewardsReceiptItemList__brandCode","rewardsReceiptItemList__competitorRewardsGroup","rewardsReceiptItemList__barcode","rewardsReceiptItemList__competitiveProduct","rewardsReceiptItemList__description","rewardsReceiptItemList__discountedItemPrice","rewardsReceiptItemList__finalPrice","rewardsReceiptItemList__itemNumber","rewardsReceiptItemList__itemPrice","rewardsReceiptItemList__metabriteCampaignId","rewardsReceiptItemList__originalReceiptItemText","rewardsReceiptItemList__needsFetchReview","rewardsReceiptItemList__originalFinalPrice","rewardsReceiptItemList__originalMetaBriteBarcode","rewardsReceiptItemList__originalMetaBriteItemPrice","rewardsReceiptItemList__originalMetaBriteDescription","rewardsReceiptItemList__needsFetchReviewReason","rewardsReceiptItemList__originalMetaBriteQuantityPurchased","rewardsReceiptItemList__partnerItemId","rewardsReceiptItemList__priceAfterCoupon","rewardsReceiptItemList__pointsEarned","rewardsReceiptItemList__pointsNotAwardedReason","rewardsReceiptItemList__pointsPayerId","rewardsReceiptItemList__preventTargetGapPoints","rewardsReceiptItemList__quantityPurchased","rewardsReceiptItemList__rewardsGroup","rewardsReceiptItemList__rewardsProductPartnerId","rewardsReceiptItemList__targetPrice","rewardsReceiptItemList__userFlaggedBarcode","rewardsReceiptItemList__userFlaggedDescription","rewardsReceiptItemList__userFlaggedNewItem","rewardsReceiptItemList__userFlaggedPrice","rewardsReceiptItemList__userFlaggedQuantity","rewardsReceiptStatus","totalSpent","userId"
"","","","","","","","","","","","","","","","SO DELICIOUS","","","","PREV FRZN ALASKAN SO","15.67","15.67","","15.67","","PREV FRZN ALASKAN SO","","","","","","","","1205","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","TC NCTN GUM 2MG MINT","26.99","26.99","","26.99","","TC NCTN GUM 2MG MINT","","","","","","","","1209","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV SWT SMKD THICK","4.99","4.99","","4.99","","HYV SWT SMKD THICK","","","","","","","","1212","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","PRODUCE","8.99","8.99","","8.99","","PRODUCE","","","","","","","","1216","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","EMIL' S SAUSAGE MUSHROOM PIZZA","13.10","13.10","","13.10","","EMIL' S SAUSAGE MUSHROOM PIZZA","","","","","","","","1218","","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KNORR","","041000022623","","KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624","6.32","6.32","","6.32","KNORR SIDES","KNORR CREAMY CHICKEN","","","","","","","","1222","","63.2","","5332f5f6e4b03c9a25efd0b4","","4","KNORR SIDES","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","11.68","11.68","","11.68","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1226","","","","","","4","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","9.03","9.03","","9.03","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1230","","","","","","3","","","","","","","","","","",""
"","","","","","","","","","","","","","","","DORITOS","","028400642033","","DORITOS TORTILLA CHIP NACHO CHEESE BAG 7.625 OZ","7.70","7.70","","7.70","DORITOS NACHO CHEESE MULTI SERVE","DORITOS NACHO CHEESE, 28.5 OZ","","","","","","","","1236","","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","2","DORITOS NACHO CHEESE MULTI SERVE","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","BORDEN","","","","BORDEN 2% MILK, 1/2 GAL","9.68","9.68","","9.68","","BORDEN 2% MILK, 1/2 GAL","","","","","","","","1240","","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","BORDEN","","","","BORDEN 2% MILK, 1/2 GAL","4.46","4.46","","4.46","","BORDEN 2% MILK, 1/2 GAL","","","","","","","","1243","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","BEN AND JERRYS","","076840580750","","Ben & Jerry's Chunky Monkey Non-Dairy Frozen Dessert 16 oz","29.20","29.20","","29.20","BEN AND JERRYS ICE CREAM","BEN & JERRY' S CHUNKY MONKEY PINT","","","","","","","","1246","","292.0","","5332f5f6e4b03c9a25efd0b4","","5","BEN AND JERRYS ICE CREAM","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","PEPSI","","012000809941","","REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ","2.36","2.36","","2.36","PEPSI 12 OZ 12 PACK","PEPSI COLA, 12 OZ. CAN","","","","","","","","1250","","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","4","PEPSI 12 OZ 12 PACK","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","KLEENEX","","036000391718","","KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT","2.59","2.59","","2.59","KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK","KLEENEX TRUSTED CARE FACIAL TISSUES","","","","","","","","1253","","25.9","","550b2565e4b001d5e9e4146f","","1","KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK","550b2565e4b001d5e9e4146f","","","","","","","","",""
"","","","","","","","","","","","","","","","BORDEN","","815473013279","","Borden 2% Reduced Fat Milk","4.28","4.28","","4.28","","BORDEN 2% MILK, 1/2 GAL","","","","","","","","1258","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","EMIL' S SAUSAGE MUSHROOM PIZZA","6.92","6.92","","6.92","","EMIL' S SAUSAGE MUSHROOM PIZZA","","","","","","","","1261","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","PEPSI","","012000809941","","REGULAR PEPSI SODA COLA CAN 12 CT 144 OZ","5.20","5.20","","5.20","PEPSI 12 OZ 12 PACK","PEPSI COLA, 12 OZ. CAN","","","","","","","","1264","","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","4","PEPSI 12 OZ 12 PACK","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","EMIL' S SAUS.AGE MUSHROOM PIZZA","6.84","6.84","","6.84","","EMIL' S SAUS.AGE MUSHROOM PIZZA","","","","","","","","1268","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KNORR","","041000022623","","KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624","14.04","14.04","","14.04","KNORR SIDES","KNORR CREAMY CHICKEN","","","","","","","","1271","","140.4","","5332f5f6e4b03c9a25efd0b4","","9","KNORR SIDES","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","16.50","16.50","","16.50","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1277","","","","","","5","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BEN & JERRY' S CHUNKY MONKEY PINT","28.35","28.35","","28.35","","BEN & JERRY' S CHUNKY MONKEY PINT","","","","","","","","1281","","","","","","5","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","DORITOS NACHO CHEESE, 28.5 OZ","8.42","8.42","","8.42","","DORITOS NACHO CHEESE, 28.5 OZ","","","","","","","","1285","","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","10.16","10.16","","10.16","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1289","","","","","","4","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","6.52","6.52","","6.52","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1293","","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","EMIL' S SAUSAGE MUSHROOM PIZZA","13.54","13.54","","13.54","","EMIL' S SAUSAGE MUSHROOM PIZZA","","","","","","","","1297","","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","7.29","7.29","","7.29","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1303","","","","","","3","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KLARBRUNN","","","","KLARBRUNN 12PX 12 FL OZ","10.44","10.44","","10.44","","KLARBRUNN 12PX 12 FL OZ","","","","","","","","1307","","","","","","3","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","13.48","13.48","","13.48","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1311","","","","","","4","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KNORR","","041000022623","","KNORR RICE SIDES CREAMY CHICKEN REGULAR RICE AND PASTA MIX LONG GRAIN 5.7 OZ - 0041000022624","16.74","16.74","","16.74","KNORR SIDES","KNORR CREAMY CHICKEN","","","","","","","","1315","","167.4","","5332f5f6e4b03c9a25efd0b4","","9","KNORR SIDES","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","KLEENEX","","036000391718","","KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT","2.12","2.12","","2.12","KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK","KLEENEX TRUSTED CARE FACIAL TISSUES","","","","","","","","1319","","21.2","","550b2565e4b001d5e9e4146f","","1","KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK","550b2565e4b001d5e9e4146f","","","","","","","","",""
"","","","600254550a720f05f300008c","","","1610765397711","1610765397711","","1610765397711","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","6002541ae257124ec6b99a3a"
"","","","60024fa00a7214ad4c00007f","","","1610764192583","1610764192583","","1610764192583","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","60024f24e257124ec6b99a13"
"","","","60025f550a7214ad4c000084","","","1610768213488","1610768213488","","1610768213488","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SUBMITTED","","60025c65fb296c4ef805d9e6"
"","","","60025cb80a720f05f300008d","750","Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)","1610767544000","1610767544000","1610767915000","1610767925000","1610767915000","1658.3","1610668800000","335","","","","","","EMIL' S SAUSAGE MUSHROOM PIZZA","13.96","13.96","","13.96","","EMIL' S SAUSAGE MUSHROOM PIZZA","","","","","","","","1022","13.96","","","","","2","","","","","","","","","FINISHED","1177.84","60025c65fb296c4ef805d9e6"
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","14.05","14.05","","14.05","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1025","14.05","","","","","5","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","8.00","8.00","","8.00","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1028","8.00","","","","","4","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","KLARBRUNN 12PK 12 FL OZ","6.70","6.70","","6.70","","KLARBRUNN 12PK 12 FL OZ","","","","","","","","1031","6.70","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KLEENEX","","036000391718","","KLEENEX POP UP RECTANGLE BOX FACIAL TISSUE 2 PLY 8PK 160 CT","8.12","8.12","","8.12","KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK","KLEENEX TRUSTED CARE FACIAL TISSUES","","","","","","","","1034","8.12","81.2","","550b2565e4b001d5e9e4146f","","2","KLEENEX TRUSTED CARE FACIAL TISSUES 120 - 179 COUNT, 8 PACK","550b2565e4b001d5e9e4146f","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","EMIL S SAUSAGE MUSHROOM PIZZA","6.77","6.77","","6.77","","EMIL S SAUSAGE MUSHROOM PIZZA","","","","","","","","1037","6.77","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV GRADE A X LRG EG","1.29","1.29","","1.29","","HYV GRADE A X LRG EG","","","","","","","","1064","1.29","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV LF BLUEBERRY YOG","0.54","0.54","","0.54","","HYV LF BLUEBERRY YOG","","","","","","","","1065","0.54","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","LIGHT & FIT GREEK","","036632011077","True","Light & Fit Greek Crunch Key Lime Pie Yogurt","0.54","0.54","","0.54","","HYV LF KEY LIME PIE","","","","","","","","1066","0.54","","","","","1","YOPLAIT GREEK YOGURT","5332f5f3e4b03c9a25efd0ae","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV LF PEACH YOGURT","0.54","0.54","","0.54","","HYV LF PEACH YOGURT","","","","","","","","1067","0.54","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV LF VANILLA YOGUR","0.54","0.54","","0.54","","HYV LF VANILLA YOGUR","","","","","","","","1068","0.54","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","1% Milk","3.99","3.99","","3.99","","SASSY COW 1% MILK","","","","","","","","1069","3.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","CONNIE'S PIZZA","","075706191031","","CNS CLSC THN SPR BLCK OLV GRN PPR ONN WHL MLK MZRL PRMS RMN 25.49 OZ","5.99","5.99","","5.99","","CONNIES SUPREME PIZZ","","","","","","","","1072","5.99","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","HV MIXED VEGETABLES","2.29","2.29","","2.29","","HV MIXED VEGETABLES","","","","","","","","1073","2.29","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","VAN DE KAMP'S","SMART ONES","019600920106","","Van de Kamp's - Crispy Fish Fillets 19.45-oz","6.99","6.99","","6.99","","VAN DE KAMP JUMBO FI","","","","","","","","1074","6.99","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","GRIMES NSA RED KIDNE","1.09","1.09","","1.09","","GRIMES NSA RED KIDNE","","","","","","","","1077","1.09","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HATCH FARMS","","028189000079","","HTCH JLPN PPR SLCD JAR SLCT 12 OZ","1.19","1.19","","1.19","","HATCH NACHO SLCD JAL","","","","","","","","1078","1.19","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","754500326305","","Hy-Vee Clover Honey Bear","5.99","5.99","","5.99","","HYV CLOVER HNY BEAR","","","","","","","","1080","5.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV KETTLE MESQ BBQ","2.39","2.39","","2.39","","HYV KETTLE MESQ BBQ","","","","","","","","1081","2.39","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KELLOGG'S","","","","KELL ORIG FRSTD MINI","4.29","4.29","","4.29","","KELL ORIG FRSTD MINI","","","","","","","","1082","4.29","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","SIMPLY HVY DUTY FOIL","2.99","2.99","","2.99","","SIMPLY HVY DUTY FOIL","","","","","","","","1083","2.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","TEMPTATIONS","","058496723002","","WSTMP SS CTSNK RPGBG CHKN 6.3OZ","1.99","1.99","","1.99","","TEMPT TASTY CHICKEN","","","","","","","","1084","1.99","","","","","1","","550b2565e4b001d5e9e4146f","","","","","","","","",""
"","","","","","","","","","","","","","","","NATURE'S PATH ORGANIC","","058449450023","","NTRS PTH FLX N OATS INST OAT ORGN BOX HOT CRL 14 OZ","3.99","3.99","","3.99","","NATURES PATH OF OATS","","","","","","","","1087","3.99","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","075450093070","","Hy-Vee Medium Cheddar Cheese Brick","4.99","4.99","","4.99","","HYV MED CHED BRICK","","","","","","","","1091","4.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","DOLE","","048500256763","","DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ","1.31","1.31","","1.31","DOLE BLENDS MULTI SERVE","DOLE BANANAS","","","","","","","","1094","1.31","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","1","DOLE BLENDS MULTI SERVE","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","","","4816","","Golden Sweet Potato","2.21","2.21","","2.21","","GOLDEN SWT POTATO","","","","","","","","1096","2.21","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Green Bell Peppers","0.88","0.88","","0.88","","GREEN BELL PEPPERS","","","","","","","","1098","0.88","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","4166","","Other Sweet Onions","0.91","0.91","","0.91","","SWEET ONIONS","","","","","","","","1099","0.91","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","075450120400","","Hy-Vee Cage Free Omega-3 Grade A Large Brown Eggs","1.99","1.99","","1.99","","HV CAGE FREE LG WHT","","","","","","","","1104","1.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV HALF & HALF","1.84","1.84","","1.84","","HYV HALF & HALF","","","","","","","","1105","1.84","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","LIGHT & FIT GREEK","","036632011077","True","Light & Fit Greek Crunch Key Lime Pie Yogurt","0.56","0.56","","0.56","","HYV LF KEY LIME PIE","","","","","","","","1106","0.56","","","","","1","YOPLAIT GREEK YOGURT","5332f5f3e4b03c9a25efd0ae","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","754500797204","","Hy-Vee Orange Cream Lowfat Yogurt","0.56","0.56","","0.56","","HYV LF ORANGE CREAM","","","","","","","","1107","0.56","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","HYV LF VANILLA YOGUR","0.56","0.56","","0.56","","HYV LF VANILLA YOGUR","","","","","","","","1108","0.56","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","075450085150","","Hy-Vee Unsalted Sweet Butter Quarters","3.99","3.99","","3.99","","HYV UNSLTD SWT BTR","","","","","","","","1109","3.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","2% Milk","4.09","4.09","","4.09","","SASSY COW 2% MILK","","","","","","","","1110","4.09","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","EL MONTEREY","","071007023095","","EL MNT MLD BF BN GRN CHL BRT KP FRZN BAG 32 OZ","4.99","4.99","","4.99","","EL MONT GREEN CHILI","","","","","","","","1113","4.99","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","BIGELOW","LIPTON TEA","072310001459","True","Bigelow Green Tea Bags with Lemon","3.49","3.49","","3.49","","BIGELOW GRN TEA W/LE","","","","","","","","1116","3.49","","","","","1","LIPTON TEA","5332f5f6e4b03c9a25efd0b4","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV KETTLE MESQ BBQ","2.39","2.39","","2.39","","HYV KETTLE MESQ BBQ","","","","","","","","1118","2.39","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","754502285808","","Hy-Vee Kettle Cooked Pub Mustard Flavored Potato Chips","2.39","2.39","","2.39","","HYV KETTLE PUB MUSTA","","","","","","","","1119","2.39","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE SELECT","","","","HYV SELECT WIDE NOOD","2.99","2.99","","2.99","","HYV SELECT WIDE NOOD","","","","","","","","1120","2.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","KIKKOMAN","FOOD NETWORK KITCHEN INSPIRATIONS COOKING SAUCE","041390024368","","KKMN SWT CHL RFRG AFTR OPNN SC BTL 13 OZ","3.79","3.79","","3.79","","KIKKO THAI CHILI SCE","","","","","","","","1121","3.79","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","SPECIAL K","","","","SPL K ORIGINAL","1.88","1.88","","1.88","","SPL K ORIGINAL","","","","","","","","1123","1.88","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","SWANSON","","511111204206","False","SWANSON","5.58","5.58","","5.58","","SWANSON UNSLTD CKN","","","","","","","","1124","5.58","55.8","","5a734034e4b0d58f376be874","","2","","5a734034e4b0d58f376be874","","","","","","","","",""
"","","","","","","","","","","","","","","","YUBAN","","043000716021","","YUBAN Traditional Medium Roast Ground Coffee 12 oz. Canister","5.99","5.99","","5.99","YUBAN COFFEE","YUBAN TRDTNL ROAST","","","","","","","","1126","5.99","30.0","","559c2234e4b06aca36af13c6","","1","YUBAN COFFEE","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","HILLSHIRE FARM","OSCAR MAYER SAUSAGE LINK","044500341720","","Hillshire Farm - Turkey Polska Kielbasa 13.00-oz","3.99","3.99","","3.99","","HILLS TRKY POLSKA KI","","","","","","","","1129","3.99","","","","","1","","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","754500958803","","Hy-Vee Diced Cooked Ham","2.99","2.99","","2.99","","HYV DICED COOKED HAM","","","","","","","","1130","2.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","","","HYV EX SHARP CHEDDAR","2.79","2.79","","2.79","","HYV EX SHARP CHEDDAR","","","","","","","","1131","2.79","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","JUST BARE","","024105590051","","JST BR BNLS HND TRMD MNML PRCS SKNL CHCK WHL BRST FLT RFRG MLDD TRY 14 OZ","6.99","6.99","","6.99","JUST BARE FRESH CHICKEN BREAST FILETS","JUST BARE CKN BREAST","","","","","","","","1132","6.99","","","","","1","JUST BARE FRESH CHICKEN BREAST FILETS","559c2234e4b06aca36af13c6","","","","","","","","",""
"","","","","","","","","","","","","","","","LAURA'S LEAN BEEF","","21251000000","","Laura's Lean Beef Ground Beef 93% Lean & Natural","5.99","5.99","","5.99","","LEAN GRND BF 93% 7%","","","","","","","","1133","5.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Blueberries","2.99","2.99","","2.99","","BLUEBERRIES","","","","","","","","1136","2.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","4060","","Broccoli","2.99","2.99","","2.99","","BROCCOLI","","","","","","","","1137","2.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","CAL-ORGANIC FARMS","","","","CAL ORG WHOLE CARTS","2.49","2.49","","2.49","","CAL ORG WHOLE CARTS","","","","","","","","1138","2.49","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","DOLE","","048500256763","","DOLE ORANGE PEACH MANGO JUICE VITAMIN C ENRICHED FROM CONCNTRT PSTRZD CARTON 1 CT 59 OZ","1.53","1.53","","1.53","DOLE BLENDS MULTI SERVE","DOLE BANANAS","","","","","","","","1139","1.53","","Action not allowed for user and CPG","5332f5fbe4b03c9a25efd0ba","","1","DOLE BLENDS MULTI SERVE","5332f5fbe4b03c9a25efd0ba","","","","","","","","",""
"","","","","","","","","","","","","","","","DOLE","","","","DOLE ITALIAN BLEND","3.49","3.49","","3.49","","DOLE ITALIAN BLEND","","","","","","","","1141","3.49","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","4069","","Green Cabbage","2.05","2.05","","2.05","","GREEN CABBAGE","","","","","","","","1142","2.05","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Leek","3.99","3.99","","3.99","","LEEK","","","","","","","","1144","3.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","4093","","Large Yellow Onions","1.82","1.82","","1.82","","YELLOW ONIONS","","","","","","","","1145","1.82","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BAREFOOT PINOT NOIR","19.99","19.99","","19.99","","BAREFOOT PINOT NOIR","","","","","","","","1149","19.99","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Dairy","1.47","1.47","","1.47","","DAIRY","","","","","","","","1152","1.47","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","754500973400","","Hy-Vee 4% Large Curd Cottage Cheese","1.47","1.47","","1.47","","HYV 4% LRG CURD COTT","","","","","","","","1153","1.47","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","HYV LF BLACKBERRY YO","0.56","0.56","","0.56","","HYV LF BLACKBERRY YO","","","","","","","","1154","0.56","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","HYV LF LEMON YOGURT","0.56","0.56","","0.56","","HYV LF LEMON YOGURT","","","","","","","","1155","0.56","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","HYV LF PEACH YOGURT","0.56","0.56","","0.56","","HYV LF PEACH YOGURT","","","","","","","","1156","0.56","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","HYV LF VANILLA YOGUR","0.56","0.56","","0.56","","HYV LF VANILLA YOGUR","","","","","","","","1157","0.56","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","HY-VEE","","075450085150","","Hy-Vee Unsalted Sweet Butter Quarters","2.77","2.77","","2.77","","HYV UNSLTD SWT BTR","","","","","","","","1158","2.77","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","Frozen Cherries","2.77","2.77","","2.77","","FROZEN","","","","","","","","1160","2.77","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","LUIGES DELUKE PIZZA","11.98","11.98","","11.98","","LUIGES DELUKE PIZZA","","","","","","","","1161","11.98","","","","","2","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BUSHS HOT RED CHILI","1.59","1.59","","1.59","","BUSHS HOT RED CHILI","","","","","","","","1165","1.59","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","BUSHS MILD KIDNEY CH","1.59","1.59","","1.59","","BUSHS MILD KIDNEY CH","","","","","","","","1166","","","","","","1","","","","","","","","","","",""
"","","","","","","","","","","","","","","","FOLGERS","MAXWELL HOUSE GROUND COFFEE","025500204215","True","Folgers Classic Roast Medium Caffeinated Coffee","14.98","14.98","","14.98","","FOLGERS CLASSIC ROAS","","","","","","","","1174","14.98","","","","","2","SWISS MISS CAFÉ","5e825d64f221c312e698a62a","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","HYV KETTLE BUFFALO&B","1.67","1.67","","1.67","","HYV KETTLE BUFFALO&B","","","","","","","","1176","1.67","","","","","1","","","","","","","","","","",""
